Repo,Path,Has Docker,Docker Files,Web Ports,Has PoC,PoC Categories,PoC Files,Unittest Files,Docker Valid,Docker Message,Summary
netease-youdao_QAnything,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/netease-youdao_QAnything,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/netease-youdao_QAnything/build_images/Dockerfile,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/netease-youdao_QAnything/qanything_kernel/dependent_server/rerank_server/rerank_async_backend.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/netease-youdao_QAnything/qanything_kernel/dependent_server/rerank_server/rerank_onnx_backend.py,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/netease-youdao_QAnything/scripts/test_rerank.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/netease-youdao_QAnything/scripts/test_embed.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/netease-youdao_QAnything/test/test_result.txt,Yes,Has Dockerfile (untested),"<a href=""https://github.com/netease-youdao/QAnything"">"
hannoch_scaner,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/hannoch_scaner,No,,,Yes,SQL Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/hannoch_scaner/README.md,,No,,tags:  Github 扫描器 端口扫描器
pdf-to-podcast,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pdf-to-podcast,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pdf-to-podcast/docker-compose.yaml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pdf-to-podcast/services/TTSService/Dockerfile,"8000, 9000",Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pdf-to-podcast/SECURITY.md,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pdf-to-podcast/services/TTSService/test_api.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pdf-to-podcast/services/AgentService/test_api.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pdf-to-podcast/services/AgentService/test_llmmanager.py,No,docker-compose not found,"This NVIDIA AI blueprint shows developers how to build an application that transforms PDFs into engaging audio content. Built on NVIDIA NIM, this blue"
Nuages,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Nuages,No,,,Yes,RCE; SSRF,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Nuages/Handlers/DNS/DNSAES256/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Nuages/Implants/NuagesSharpImplant/NuagesSharpImplant/Program.cs,,No,,Nuages is a modular C2 framework.
PixivUtil2,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/PixivUtil2,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/PixivUtil2/Dockerfile,,Yes,Information Disclosure,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/PixivUtil2/changelog.txt,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/PixivUtil2/test/test_PixivModel.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/PixivUtil2/test/test_updateHtml.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/PixivUtil2/test/test_PixivDBManager.py,Yes,Has Dockerfile (untested),- Running from source code:
Attack_Code,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Attack_Code,No,,,Yes,RCE; XSS; SQL Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Attack_Code/Attack_Code_Part(2).md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Attack_Code/Header.md,,No,,"This article is more of an(?) introductory article. If you are already familiar with these topics or have prior penetration testing experience, feel f"
Richsploit,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Richsploit,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Richsploit/pom.xml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Richsploit/README.MD,,No,,No README found
argo-workflows,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/argo-workflows,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/argo-workflows/Dockerfile; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/argo-workflows/test/e2e/images/argosay/v2/Dockerfile,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/argo-workflows/SECURITY.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/argo-workflows/ui/.snyk,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/argo-workflows/pkg/apis/workflow/v1alpha1/progress_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/argo-workflows/pkg/apis/workflow/v1alpha1/anystring_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/argo-workflows/pkg/apis/workflow/v1alpha1/estimated_duration_test.go,Yes,Has Dockerfile (untested),[![Security Status](https://github.com/argoproj/argo-workflows/actions/workflows/snyk.yml/badge.svg?branch=main)](https://github.com/argoproj/argo-wor
jianchang512_clone-voice,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/jianchang512_clone-voice,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/jianchang512_clone-voice/docker/up@gpu/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/jianchang512_clone-voice/docker/up@cpu/docker-compose.yml,,No,,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/jianchang512_clone-voice/test.py,No,docker-compose not found,"> 本项目所用模型为[coqui.ai](https://coqui.ai/)出品的xtts_v2，模型开源协议为[Coqui Public Model License 1.0.0](https://coqui.ai/cpml.txt),使用本项目请遵循该协议，协议全文见 https://coqui"
mitchellkrogza_apache-ultimate-bad-bot-blocker,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mitchellkrogza_apache-ultimate-bad-bot-blocker,No,,,Yes,RCE; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mitchellkrogza_apache-ultimate-bad-bot-blocker/description; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mitchellkrogza_apache-ultimate-bad-bot-blocker/README.md,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mitchellkrogza_apache-ultimate-bad-bot-blocker/zlib-1.2.12/httpd-2.2.25/test/test_find.c; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mitchellkrogza_apache-ultimate-bad-bot-blocker/zlib-1.2.12/httpd-2.2.25/test/test_select.c; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mitchellkrogza_apache-ultimate-bad-bot-blocker/zlib-1.2.12/httpd-2.2.25/test/test_parser.c,No,,| REPO | BECOME A SPONSOR |
projectdiscovery_uncover,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/projectdiscovery_uncover,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/projectdiscovery_uncover/Dockerfile,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/projectdiscovery_uncover/go.mod; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/projectdiscovery_uncover/sources/agent/greynoise/example.json,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/projectdiscovery_uncover/sources/session_test.go,Yes,Has Dockerfile (untested),"<img src=""https://user-images.githubusercontent.com/8293321/211795814-5dc72ad0-9539-4bf5-af5a-f806025e1bda.png"" width=""200px"">"
scaner,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/scaner,No,,,Yes,SQL Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/scaner/README.md,,No,,tags:  Github 扫描器 端口扫描器
testssl_testssl.sh,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/testssl_testssl.sh,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/testssl_testssl.sh/Dockerfile,,Yes,RCE; RCE; SQL Injection; XSS; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/testssl_testssl.sh/CHANGELOG.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/testssl_testssl.sh/CREDITS.md,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/testssl_testssl.sh/utils/00_unittest_baseline.sh,Yes,Has Dockerfile (untested),No README found
mini-kali,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mini-kali,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/mini-kali/Dockerfile,,No,,,,Yes,Has Dockerfile (untested),![Docker Automated build](https://img.shields.io/docker/automated/rene2/mini-kali)
byeintegrity-uac,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/byeintegrity-uac,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/byeintegrity-uac/README.md,,No,,Bypass User Account Control (UAC) to gain elevated (Administrator) privileges to run any program at a high integrity level.
ms-exchange-version-nse,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ms-exchange-version-nse,No,,,Yes,RCE; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ms-exchange-version-nse/ms-exchange-versions-cves-dict.json; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ms-exchange-version-nse/cves_affected_products_dict.json,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ms-exchange-version-nse/automation/test_unique_versions.json,No,,Nmap script to detect a Microsoft Exchange instance version with OWA enabled.
GRFICSv2,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/GRFICSv2,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/GRFICSv2/plc_vm/OpenPLC_v2-master/Dockerfile; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/GRFICSv2/simulation_vm/Dockerfile,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/GRFICSv2/workstation_vm/attack.st; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/GRFICSv2/workstation_vm/attack.xml,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/GRFICSv2/plc_vm/OpenPLC_v2-master/matiec_src/lib/test_iec_std_lib.c; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/GRFICSv2/plc_vm/OpenPLC_v2-master/matiec_src/absyntax_utils/spec_init_separator.cc; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/GRFICSv2/plc_vm/OpenPLC_v2-master/matiec_src/absyntax_utils/spec_init_separator.hh,Yes,Has Dockerfile (untested),Version 2 of the Graphical Realism Framework for Industrial Control Simulation (GRFICS)
ngalongc_bug-bounty-reference,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ngalongc_bug-bounty-reference,No,,,Yes,Authentication Bypass; Command Injection; Deserialization; File Upload; Header Injection; RCE; SQL Injection; SSRF; XSS; XXE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ngalongc_bug-bounty-reference/README.md,,No,,"A list of bug bounty write-up that is categorized by the bug nature, this is inspired by https://github.com/djadmin/awesome-bug-bounty"
noraj_Bludit-auth-BF-bypass,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/noraj_Bludit-auth-BF-bypass,No,,,Yes,Authentication Bypass,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/noraj_Bludit-auth-BF-bypass/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/noraj_Bludit-auth-BF-bypass/exploit.rb,,No,,> Bludit <= 3.9.2 - Authentication Bruteforce Mitigation Bypass
Struts2scan,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Struts2scan,No,,,Yes,Command Injection; RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Struts2scan/Struts2scan.py,,No,,是一款Struts2漏洞扫描和验证工具，支持命令执行、反弹shell、http代理、批量扫描。
MyData,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/MyData,No,,,Yes,Command Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/MyData/pic/flutter/blog/20220103160210.gif,,No,,- 阅读2.0书源：书源文件在novel文件夹里的bookshelf文件夹中
nashcontrol_bounty-monitor,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/nashcontrol_bounty-monitor,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/nashcontrol_bounty-monitor/Dockerfile,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/nashcontrol_bounty-monitor/bug-bounty-list.txt,,Yes,Has Dockerfile (untested),"Leverage certificate transparency live feed to monitor for newly issued subdomain certificates (last 90 days, configurable), for domains participating"
ghidra-evm,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ghidra-evm,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ghidra-evm/scripts/teether_integration.py,,No,,![front](https://raw.githubusercontent.com/adelapie/ghidra-evm/main/media/tut3_1.png)
gonet2_geoip,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/gonet2_geoip,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/gonet2_geoip/Dockerfile; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/gonet2_geoip/vendor/golang.org/x/net/http2/Dockerfile,,No,,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/gonet2_geoip/service_test.go,Yes,Has Dockerfile (untested),[![Build Status](https://travis-ci.org/gonet2/geoip.svg?branch=master)](https://travis-ci.org/gonet2/geoip)
pentest-wiki,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pentest-wiki,No,,,Yes,RCE; RCE; SSRF; XSS; SSRF,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pentest-wiki/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pentest-wiki/CTFS/Nebula/level12.md,,No,,[![pentest-wiki](https://img.shields.io/badge/PENTEST-WIKI-black.svg)](https://github.com/nixawk/pentest-wiki) is a free online security knowledge lib
FlowAnalysisDocker,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/FlowAnalysisDocker,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/FlowAnalysisDocker/Dockerfile,,No,,,,Yes,Has Dockerfile (untested),A Dockerfile for creation of an Ubuntu Docker with SiLK/YAF/FlowBAT for testing.
outline,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/outline,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/outline/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/outline/Dockerfile,3000,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/outline/app/utils/date.ts; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/outline/docs/SECURITY.md,,No,docker-compose not found,"<source media=""(prefers-color-scheme: dark)"" srcset=""./public/logos/outline-logo-dark.png"" height=""29"">"
spring-boot-demo,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/spring-boot-demo,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/spring-boot-demo/demo-docker/Dockerfile,8080,No,,,,Yes,Has Dockerfile (untested),"<a href=""https://travis-ci.com/xkcoding/spring-boot-demo""><img alt=""Travis-CI"" src=""https://travis-ci.com/xkcoding/spring-boot-demo.svg?branch=master"""
security-txt,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/security-txt,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/security-txt/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/security-txt/rfc9116.txt,,No,,security.txt provides a way for websites to define security policies.
xerohackcom_Chaya,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/xerohackcom_Chaya,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/xerohackcom_Chaya/README.md,,No,,"<a href=""https://github.com/xerohackcom/chaya""><img src=""https://i.ibb.co/X2WmCxm/chaya.png"" alt=""chaya""></a>"
aquatone,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/aquatone,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/aquatone/README.md,,No,,Aquatone is a tool for visual inspection of websites across a large amount of hosts and is convenient for quickly gaining an overview of HTTP-based at
Ponce,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Ponce,No,,,Yes,RCE; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Ponce/.gitignore; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Ponce/docs/README.md,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Ponce/media/x64_fread_test_negate_restore_inject.gif,No,,"<img src=""https://cloud.githubusercontent.com/assets/5193128/18534105/f27da220-7a9c-11e6-8d2e-a940d94b404b.png"">"
fingerprint,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/fingerprint,No,,,Yes,Header Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/fingerprint/nuclei-templates-指纹/webmodule-ee.yaml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/fingerprint/nuclei-templates-指纹/synology-web-station.yaml,,No,,fingerprint
woodpecker-framework-release,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/woodpecker-framework-release,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/woodpecker-framework-release/README.md,,No,,"<img src=""docs/logo.png"" width=300/>"
nccgroup_acCOMplice,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/nccgroup_acCOMplice,No,,,Yes,RCE; SQL Injection; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/nccgroup_acCOMplice/README.md,,No,,_Your COM hijacking accomplice_
RequestRecorder,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/RequestRecorder,No,,,Yes,RCE; SQL Injection; SSRF,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/RequestRecorder/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/RequestRecorder/addOns/requestRecorderForZAP/src/main/java/org/zaproxy/zap/extension/automacrobuilder/DeepClone.java,,No,,"RequestRecorder is an extension of Zed Attack Proxy(ZAP). You can test applications that need to access pages in a specific order, such as shopping ca"
wewe-rss,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/wewe-rss,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/wewe-rss/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/wewe-rss/Dockerfile,,No,,,,No,docker-compose not found,"<img src=""https://raw.githubusercontent.com/cooderl/wewe-rss/main/assets/logo.png"" width=""80"" alt=""预览""/>"
lokomotive,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/lokomotive,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/lokomotive/Dockerfile; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/lokomotive/pkg/components/azure-arc-onboarding/image/Dockerfile,"443, 5000",Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/lokomotive/docs/concepts/flatcar-container-linux.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/lokomotive/vendor/github.com/shopspring/decimal/rounding.go,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/lokomotive/pkg/assets/assets_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/lokomotive/pkg/assets/walkers_internal_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/lokomotive/pkg/platform/platform_test.go,No,docker-compose not found,[![development](https://img.shields.io/badge/development-halted-red.svg)](https://github.com/kinvolk/lokomotive/issues/1582#issuecomment-1170123280)
js-ipfs,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/js-ipfs,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/js-ipfs/packages/interface-ipfs-core/src/files/mkdir.js,,No,,> 📚 [Learn more about this deprecation](https://github.com/ipfs/js-ipfs/issues/4336) or [how to migrate](https://github.com/ipfs/helia/wiki/Migrating-
routopsy,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/routopsy,No,,,Yes,Header Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/routopsy/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/routopsy/routopsy-toolkit/vuln_scanner.py,,No,,Routopsy is a toolkit built to attack often overlooked networking protocols. Routopsy currently supports attacks against Dynamic Routing Protocols (DR
freevulnsearch,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/freevulnsearch,No,,,Yes,RCE; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/freevulnsearch/freevulnsearch.nse; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/freevulnsearch/README.md,,No,,"This NMAP NSE script is part of the Free OCSAF project - https://freecybersecurity.org. In conjunction with the version scan ""-sV"" in NMAP, the corres"
