Repo,Folder Path,Has Docker,Port,PoC Logic,Show Description,Vulnerabilities,Origin URL
lokomotive,local_repos/lokomotive,Yes,,RCE,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'SQL Injection', 'RCE', 'XSS', 'SSRF']",https://github.com/kinvolk/lokomotive
js-ipfs,local_repos/js-ipfs,No,,RCE,"This repository provides lfi/rfi, ssrf, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'Path Traversal', 'XSS', 'Header Injection', 'RCE', 'SQL Injection']",https://github.com/ipfs/js-ipfs
NagaScan,local_repos/NagaScan,No,,"RCE, SQL Injection","This repository provides sql injection, ssrf, path traversal proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'SSRF', 'Path Traversal', 'XSS', 'LFI/RFI', 'RCE', 'Header Injection']",https://github.com/5up3rc/NagaScan
smartping,local_repos/smartping,No,,RCE,"This repository provides xss, header injection, rce proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Header Injection', 'RCE', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'Deserialization']",https://github.com/smartping/smartping
Starmap,local_repos/Starmap,No,,RCE,"This repository provides lfi/rfi, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection']",https://github.com/ZhuriLab/Starmap
bytedance_appshark,local_repos/bytedance_appshark,No,,"RCE, RFI","This repository provides rce, xss, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'XSS', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'SQL Injection']",https://github.com/bytedance/appshark
YCAndroidTool,local_repos/YCAndroidTool,No,,"RCE, LFI","This repository provides lfi/rfi, rce, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Header Injection']",https://github.com/yangchong211/YCAndroidTool
ZigStrike,local_repos/ZigStrike,No,,RCE,"This repository provides lfi/rfi, rce, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Path Traversal', 'XSS']",https://github.com/0xsp-SRD/ZigStrike
cf-warp,local_repos/cf-warp,Yes,,RCE,"This repository provides lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal']",https://github.com/maple3142/cf-warp
deepfence_SecretScanner,local_repos/deepfence_SecretScanner,Yes,,"RCE, RFI","This repository provides rce, header injection, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'LFI/RFI']",https://github.com/deepfence/SecretScanner
WindowsSpyBlocker,local_repos/WindowsSpyBlocker,Yes,,RCE,"This repository provides lfi/rfi, path traversal, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE', 'XSS']",https://github.com/crazy-max/WindowsSpyBlocker
Mistica,local_repos/Mistica,Yes,,RCE,"This repository provides sql injection, rce, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'RCE', 'Header Injection', 'LFI/RFI']",https://github.com/IncideDigital/Mistica
PoC-Exploits,local_repos/PoC-Exploits,No,,SQL Injection,"This repository provides sql injection, lfi/rfi, header injection proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'Header Injection', 'SSRF']",https://github.com/CERTCC/PoC-Exploits
sicklepoc,local_repos/sicklepoc,No,,RCE,"This repository provides lfi/rfi, path traversal, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'SQL Injection', 'RCE', 'Deserialization', 'SSRF']",https://github.com/bsmali4/sicklepoc
apache_rocketmq,local_repos/apache_rocketmq,No,,RCE,"This repository provides lfi/rfi, path traversal, rce proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE', 'Header Injection', 'Deserialization', 'XSS', 'SQL Injection', 'SSRF']",https://github.com/apache/rocketmq
Awesome-RCE-techniques,local_repos/Awesome-RCE-techniques,Yes,,RCE,"This repository provides lfi/rfi, sql injection, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'RCE', 'SSRF', 'Path Traversal', 'Deserialization']",https://github.com/p0dalirius/Awesome-RCE-techniques
Integuru,local_repos/Integuru,No,,RCE,This repository provides lfi/rfi proof-of-concept demonstrating web-based attack vectors.,['LFI/RFI'],https://github.com/Integuru-AI/Integuru
DasSecurity-HatLab_AoiAWD,local_repos/DasSecurity-HatLab_AoiAWD,Yes,27017,RCE,"This repository provides lfi/rfi, path traversal, rce proof-of-concept with Docker deployment on port 27017 demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE', 'Header Injection', 'SSRF', 'XSS']",https://github.com/DasSecurity-HatLab/AoiAWD
beekeeper-studio,local_repos/beekeeper-studio,Yes,6379,"RCE, SQL Injection","This repository provides lfi/rfi, sql injection, xss proof-of-concept with Docker deployment on port 6379 demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'XSS', 'Path Traversal', 'RCE', 'SSRF', 'Header Injection']",https://github.com/beekeeper-studio/beekeeper-studio
t-io,local_repos/t-io,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'SSRF', 'XSS', 'Header Injection']",https://github.com/tywo45/t-io
BlueSea,local_repos/BlueSea,No,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'RCE', 'SQL Injection']",https://github.com/jiangqizheng/BlueSea
merlin,local_repos/merlin,Yes,,RCE,"This repository provides lfi/rfi, header injection, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'RCE']",https://github.com/Ne0nd0g/merlin
loopback4-ratelimiter,local_repos/loopback4-ratelimiter,No,,"RCE, Auth Bypass","This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'Header Injection']",https://github.com/sourcefuse/loopback4-ratelimiter
social-media-copilot,local_repos/social-media-copilot,No,,XSS,This repository provides xss proof-of-concept demonstrating web-based attack vectors.,['XSS'],https://github.com/iszhouhua/social-media-copilot
ray-project_ray,local_repos/ray-project_ray,Yes,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'Deserialization', 'XSS', 'SSRF', 'Header Injection']",https://github.com/ray-project/ray
poc_exp,local_repos/poc_exp,No,,RCE,"This repository provides ssrf, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'XSS', 'RCE', 'Header Injection']",https://github.com/y1hub/poc_exp
UltimateCMSWordlists,local_repos/UltimateCMSWordlists,No,,RCE,This repository provides rce proof-of-concept demonstrating web-based attack vectors.,['RCE'],https://github.com/JavierOlmedo/UltimateCMSWordlists
ICS-Security-Tools,local_repos/ICS-Security-Tools,No,,RCE,"This repository provides lfi/rfi, rce, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Path Traversal', 'SQL Injection', 'Header Injection', 'XSS', 'Deserialization']",https://github.com/ITI/ICS-Security-Tools
zmap_zdns,local_repos/zmap_zdns,No,,RCE,"This repository provides lfi/rfi, rce, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Path Traversal', 'SSRF', 'Header Injection', 'SQL Injection']",https://github.com/zmap/zdns
chris-anley_cq,local_repos/chris-anley_cq,Yes,,RCE,"This repository provides rce, deserialization, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'Deserialization', 'Header Injection', 'LFI/RFI']",https://github.com/chris-anley/cq
burp-send-to,local_repos/burp-send-to,No,,RCE,"This repository provides lfi/rfi, path traversal, rce proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE']",https://github.com/bytebutcher/burp-send-to
vulnx,local_repos/vulnx,Yes,,"RCE, RFI","This repository provides rce, path traversal, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'Path Traversal', 'SSRF', 'XSS', 'LFI/RFI']",https://github.com/anouarbensaad/vulnx
nacs,local_repos/nacs,No,,RCE,"This repository provides rce, header injection, xss proof-of-concept demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'XSS', 'LFI/RFI', 'SSRF', 'Path Traversal', 'SQL Injection', 'Deserialization']",https://github.com/u21h2/nacs
cartography,local_repos/cartography,Yes,4,RCE,"This repository provides rce, lfi/rfi, ssrf proof-of-concept with Docker deployment on port 4 demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF', 'SQL Injection', 'Header Injection', 'Deserialization', 'Path Traversal', 'XSS']",https://github.com/cartography-cncf/cartography
AVByPass,local_repos/AVByPass,No,,RCE,"This repository provides xss, rce, deserialization proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'Deserialization', 'SSRF']",https://github.com/yhy0/AVByPass
pyattck,local_repos/pyattck,Yes,,"RCE, RFI",Security research repository - pyattck,[],https://github.com/swimlane/pyattck
upx,local_repos/upx,Yes,,RCE,"This repository provides header injection, lfi/rfi, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'RCE', 'Path Traversal']",https://github.com/upx/upx
inoutcode_ethereum_book,local_repos/inoutcode_ethereum_book,No,,LFI/RFI,"This repository provides lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal']",https://github.com/inoutcode/ethereum_book
iceyhexman_onlinetools,local_repos/iceyhexman_onlinetools,Yes,8000,RCE,"This repository provides ssrf, xss, rce proof-of-concept with Docker deployment on port 8000 demonstrating web-based attack vectors.","['SSRF', 'XSS', 'RCE', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'Header Injection']",https://github.com/iceyhexman/onlinetools
posta,local_repos/posta,No,,RCE,"This repository provides ssrf, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'RCE', 'SQL Injection']",https://github.com/benso-io/posta
form-generator,local_repos/form-generator,No,,RCE,"This repository provides header injection, xss, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'XSS', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'RCE', 'SSRF']",https://github.com/JakHuang/form-generator
ui-for-docker,local_repos/ui-for-docker,Yes,9000,RCE,"This repository provides xss, header injection, lfi/rfi proof-of-concept with Docker deployment on port 9000 demonstrating web-based attack vectors.","['XSS', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'RCE', 'SSRF']",https://github.com/kevana/ui-for-docker
BurpBountyPlus,local_repos/BurpBountyPlus,No,,XSS,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'XSS']",https://github.com/ggg4566/BurpBountyPlus
rasa,local_repos/rasa,Yes,5005,RCE,"This repository provides lfi/rfi, rce, sql injection proof-of-concept with Docker deployment on port 5005 demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'SQL Injection', 'Header Injection', 'SSRF', 'Path Traversal', 'XSS', 'Deserialization']",https://github.com/RasaHQ/rasa
MA3STR0_kimsufi-crawler,local_repos/MA3STR0_kimsufi-crawler,Yes,,RCE,"This repository provides ssrf, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'RCE']",https://github.com/MA3STR0/kimsufi-crawler
hugo-theme-even,local_repos/hugo-theme-even,No,,RCE,"This repository provides xss, ssrf, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'SSRF', 'LFI/RFI', 'Header Injection', 'SQL Injection', 'RCE', 'Path Traversal']",https://github.com/billryan/hugo-theme-even
crowsec,local_repos/crowsec,No,,RCE,"This repository provides ssrf, header injection, sql injection proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'Header Injection', 'SQL Injection', 'RCE', 'LFI/RFI', 'Path Traversal', 'XSS']",https://github.com/crow821/crowsec
chrome-extension-boilerplate-react-vite,local_repos/chrome-extension-boilerplate-react-vite,No,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'RCE']",https://github.com/Jonghakseo/chrome-extension-boilerplate-react-vite
o365-attack-toolkit,local_repos/o365-attack-toolkit,No,,RCE,"This repository provides lfi/rfi, ssrf, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'SQL Injection', 'XSS', 'Header Injection', 'RCE']",https://github.com/mdsecactivebreach/o365-attack-toolkit
EasyBurpVuln,local_repos/EasyBurpVuln,No,,XSS,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal']",https://github.com/donot-wong/EasyBurpVuln
shiro-exploit,local_repos/shiro-exploit,No,,RCE,"This repository provides rce, ssrf proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SSRF']",https://github.com/Ares-X/shiro-exploit
GOAD,local_repos/GOAD,Yes,,RCE,"This repository provides sql injection, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'Path Traversal', 'XSS', 'RCE', 'Header Injection', 'SSRF']",https://github.com/Orange-Cyberdefense/GOAD
feishu-openai,local_repos/feishu-openai,Yes,1,RCE,"This repository provides ssrf, lfi/rfi, path traversal proof-of-concept with Docker deployment on port 1 demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'Path Traversal', 'Header Injection']",https://github.com/ConnectAI-E/feishu-openai
PicGo,local_repos/PicGo,No,,"RCE, RFI","This repository provides rce, lfi/rfi, deserialization proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Deserialization', 'Path Traversal', 'XSS', 'SQL Injection']",https://github.com/Molunerfinn/PicGo
testssl.sh,local_repos/testssl.sh,Yes,,"RCE, RFI","This repository provides lfi/rfi, sql injection, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'XSS', 'Header Injection', 'RCE', 'Path Traversal']",https://github.com/testssl/testssl.sh
carbon,local_repos/carbon,No,,RCE,"This repository provides lfi/rfi, path traversal, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'RCE']",https://github.com/carbon-app/carbon
fibratus,local_repos/fibratus,No,,RCE,"This repository provides lfi/rfi, rce, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Header Injection', 'SSRF', 'XSS', 'Path Traversal', 'SQL Injection']",https://github.com/rabbitstack/fibratus
dqzboy_Docker-Proxy,local_repos/dqzboy_Docker-Proxy,Yes,1,RCE,"This repository provides lfi/rfi, header injection, ssrf proof-of-concept with Docker deployment on port 1 demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'SSRF', 'RCE', 'Path Traversal', 'SQL Injection', 'XSS']",https://github.com/dqzboy/Docker-Proxy
